ID_marked,original_source_citation,specific_or_general,data_derivation_method
N-2595,"Gruhler, K., Böhm, R., Deilmann, C. & Schiller, G. Stofflich-energetische Gebäudesteckbriefe - Gebäudevergleiche und Hochrechnungen für Bebauungsstrukturen. 38, 318 (2002).",Specific,Construction bill of materials
N-2596,"Gruhler, K., Böhm, R., Deilmann, C. & Schiller, G. Stofflich-energetische Gebäudesteckbriefe - Gebäudevergleiche und Hochrechnungen für Bebauungsstrukturen. 38, 318 (2002).",Specific,Construction bill of materials
N-2597,"Gruhler, K., Böhm, R., Deilmann, C. & Schiller, G. Stofflich-energetische Gebäudesteckbriefe - Gebäudevergleiche und Hochrechnungen für Bebauungsstrukturen. 38, 318 (2002).",Specific,Construction bill of materials
N-2598,"Gruhler, K., Böhm, R., Deilmann, C. & Schiller, G. Stofflich-energetische Gebäudesteckbriefe - Gebäudevergleiche und Hochrechnungen für Bebauungsstrukturen. 38, 318 (2002).",Specific,Construction bill of materials
N-2599,"Gruhler, K., Böhm, R., Deilmann, C. & Schiller, G. Stofflich-energetische Gebäudesteckbriefe - Gebäudevergleiche und Hochrechnungen für Bebauungsstrukturen. 38, 318 (2002).",Specific,Construction bill of materials
N-2600,"Gruhler, K., Böhm, R., Deilmann, C. & Schiller, G. Stofflich-energetische Gebäudesteckbriefe - Gebäudevergleiche und Hochrechnungen für Bebauungsstrukturen. 38, 318 (2002).",Specific,Construction bill of materials
N-2601,"Gruhler, K., Böhm, R., Deilmann, C. & Schiller, G. Stofflich-energetische Gebäudesteckbriefe - Gebäudevergleiche und Hochrechnungen für Bebauungsstrukturen. 38, 318 (2002).",Specific,Construction bill of materials
N-2602,"Gruhler, K., Böhm, R., Deilmann, C. & Schiller, G. Stofflich-energetische Gebäudesteckbriefe - Gebäudevergleiche und Hochrechnungen für Bebauungsstrukturen. 38, 318 (2002).",Specific,Construction bill of materials
N-2603,"Gruhler, K., Böhm, R., Deilmann, C. & Schiller, G. Stofflich-energetische Gebäudesteckbriefe - Gebäudevergleiche und Hochrechnungen für Bebauungsstrukturen. 38, 318 (2002).",Specific,Construction bill of materials
N-2604,"Gruhler, K., Böhm, R., Deilmann, C. & Schiller, G. Stofflich-energetische Gebäudesteckbriefe - Gebäudevergleiche und Hochrechnungen für Bebauungsstrukturen. 38, 318 (2002).",Specific,Construction bill of materials
N-2605,"Ortlepp, R., Gruhler, K. & Schiller, G. Materials in Germany’s domestic building stock: calculation model and uncertainties. Build. Res. Inf. 46, 164–178 (2016).",General,Field survey
N-2606,"Ortlepp, R., Gruhler, K. & Schiller, G. Materials in Germany’s domestic building stock: calculation model and uncertainties. Build. Res. Inf. 46, 164–178 (2016).",General,Field survey
N-2607,"Ortlepp, R., Gruhler, K. & Schiller, G. Materials in Germany’s domestic building stock: calculation model and uncertainties. Build. Res. Inf. 46, 164–178 (2016).",General,Field survey
N-2608,"Ortlepp, R., Gruhler, K. & Schiller, G. Materials in Germany’s domestic building stock: calculation model and uncertainties. Build. Res. Inf. 46, 164–178 (2016).",General,Field survey
N-2609,"Ortlepp, R., Gruhler, K. & Schiller, G. Materials in Germany’s domestic building stock: calculation model and uncertainties. Build. Res. Inf. 46, 164–178 (2016).",General,Field survey
N-2610,"Ortlepp, R., Gruhler, K. & Schiller, G. Material stocks in Germany’s non-domestic buildings: a new quantification method. Build. Res. Inf. 44, 840–862 (2016).",General,Database
N-2611,"Blengini, G. A. Life cycle of buildings, demolition and recycling potential: A case study in Turin, Italy. Build. Environ. 44, 319–330 (2009).",General,Report/Literature
N-2612,"Mastrucci, A., Marvuglia, A., Popovici, E., Leopold, U. & Benetto, E. Geospatial characterization of building material stocks for the life cycle assessment of end-of-life scenarios at the urban scale. Resour. Conserv. Recycl. 123, 54–66 (2017).",General,Report/Literature
N-2613,"Mastrucci, A., Marvuglia, A., Popovici, E., Leopold, U. & Benetto, E. Geospatial characterization of building material stocks for the life cycle assessment of end-of-life scenarios at the urban scale. Resour. Conserv. Recycl. 123, 54–66 (2017).",General,Report/Literature
N-2614,"Mastrucci, A., Marvuglia, A., Popovici, E., Leopold, U. & Benetto, E. Geospatial characterization of building material stocks for the life cycle assessment of end-of-life scenarios at the urban scale. Resour. Conserv. Recycl. 123, 54–66 (2017).",General,Report/Literature
N-2615,"Mastrucci, A., Marvuglia, A., Popovici, E., Leopold, U. & Benetto, E. Geospatial characterization of building material stocks for the life cycle assessment of end-of-life scenarios at the urban scale. Resour. Conserv. Recycl. 123, 54–66 (2017).",General,Report/Literature
N-2616,"Mastrucci, A., Marvuglia, A., Popovici, E., Leopold, U. & Benetto, E. Geospatial characterization of building material stocks for the life cycle assessment of end-of-life scenarios at the urban scale. Resour. Conserv. Recycl. 123, 54–66 (2017).",General,Report/Literature
N-2617,"Mastrucci, A., Marvuglia, A., Popovici, E., Leopold, U. & Benetto, E. Geospatial characterization of building material stocks for the life cycle assessment of end-of-life scenarios at the urban scale. Resour. Conserv. Recycl. 123, 54–66 (2017).",General,Report/Literature
N-2618,"Mastrucci, A., Marvuglia, A., Popovici, E., Leopold, U. & Benetto, E. Geospatial characterization of building material stocks for the life cycle assessment of end-of-life scenarios at the urban scale. Resour. Conserv. Recycl. 123, 54–66 (2017).",General,Report/Literature
N-2619,"Mastrucci, A., Marvuglia, A., Popovici, E., Leopold, U. & Benetto, E. Geospatial characterization of building material stocks for the life cycle assessment of end-of-life scenarios at the urban scale. Resour. Conserv. Recycl. 123, 54–66 (2017).",General,Report/Literature
N-2620,"Müller, D. B. Stock dynamics for forecasting material flows—Case study for housing in The Netherlands. Ecol. Econ. 59, 142–156 (2006).",General,Report/Literature
N-2621,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2622,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2623,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2624,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2625,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2626,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2627,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2628,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2629,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2630,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2631,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2632,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2633,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2634,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2635,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2636,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2637,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2638,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2639,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2640,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2641,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2642,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2643,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2644,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2645,"Bergsdal, H., Brattebø, H., Bohne, R. A. & Müller, D. B. Dynamic material flow analysis for Norway’s dwelling stock. Build. Res. Inf. 35, 557–570 (2007).",General,Report/Literature
N-2646,"Gontia, P., Nägeli, C., Rosado, L., Kalmykova, Y. & Österbring, M. Material-intensity database of residential buildings: A case-study of Sweden in the international context. Resour. Conserv. Recycl. 130, 228–239 (2018).",General,Construction bill of materials & Database
N-2647,"Gontia, P., Nägeli, C., Rosado, L., Kalmykova, Y. & Österbring, M. Material-intensity database of residential buildings: A case-study of Sweden in the international context. Resour. Conserv. Recycl. 130, 228–239 (2018).",General,Construction bill of materials & Database
N-2648,"Gontia, P., Nägeli, C., Rosado, L., Kalmykova, Y. & Österbring, M. Material-intensity database of residential buildings: A case-study of Sweden in the international context. Resour. Conserv. Recycl. 130, 228–239 (2018).",General,Construction bill of materials & Database
N-2649,"Gontia, P., Nägeli, C., Rosado, L., Kalmykova, Y. & Österbring, M. Material-intensity database of residential buildings: A case-study of Sweden in the international context. Resour. Conserv. Recycl. 130, 228–239 (2018).",General,Construction bill of materials & Database
N-2650,"Gontia, P., Nägeli, C., Rosado, L., Kalmykova, Y. & Österbring, M. Material-intensity database of residential buildings: A case-study of Sweden in the international context. Resour. Conserv. Recycl. 130, 228–239 (2018).",General,Construction bill of materials & Database
N-2651,"Gontia, P., Nägeli, C., Rosado, L., Kalmykova, Y. & Österbring, M. Material-intensity database of residential buildings: A case-study of Sweden in the international context. Resour. Conserv. Recycl. 130, 228–239 (2018).",General,Construction bill of materials & Database
N-2652,"Gontia, P., Nägeli, C., Rosado, L., Kalmykova, Y. & Österbring, M. Material-intensity database of residential buildings: A case-study of Sweden in the international context. Resour. Conserv. Recycl. 130, 228–239 (2018).",General,Construction bill of materials & Database
N-2653,"Gontia, P., Nägeli, C., Rosado, L., Kalmykova, Y. & Österbring, M. Material-intensity database of residential buildings: A case-study of Sweden in the international context. Resour. Conserv. Recycl. 130, 228–239 (2018).",General,Construction bill of materials & Database
N-2654,"Gontia, P., Nägeli, C., Rosado, L., Kalmykova, Y. & Österbring, M. Material-intensity database of residential buildings: A case-study of Sweden in the international context. Resour. Conserv. Recycl. 130, 228–239 (2018).",General,Construction bill of materials & Database
N-2655,"Gontia, P., Nägeli, C., Rosado, L., Kalmykova, Y. & Österbring, M. Material-intensity database of residential buildings: A case-study of Sweden in the international context. Resour. Conserv. Recycl. 130, 228–239 (2018).",General,Construction bill of materials & Database
N-2656,"Gontia, P., Nägeli, C., Rosado, L., Kalmykova, Y. & Österbring, M. Material-intensity database of residential buildings: A case-study of Sweden in the international context. Resour. Conserv. Recycl. 130, 228–239 (2018).",General,Construction bill of materials & Database
N-2657,"Gontia, P., Nägeli, C., Rosado, L., Kalmykova, Y. & Österbring, M. Material-intensity database of residential buildings: A case-study of Sweden in the international context. Resour. Conserv. Recycl. 130, 228–239 (2018).",General,Construction bill of materials & Database
